airport,date,time,temperature,pressure_station,pressure_sea,humidity,wind_direction,wind_speed,visibility
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",18:30,-24,771.9,783.1,76,"Ветер, дующий с западо-северо-запада",(1 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",18:00,-22,772.0,783.1,70,"Ветер, дующий с запада",(1 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",17:30,-22,772.0,783.1,70,"Ветер, дующий с северо-северо-запада",(1 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",17:00,-21,772.0,783.1,64,"Ветер, дующий с западо-северо-запада",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",16:30,-21,772.0,783.1,70,"Ветер, дующий с запада",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",16:00,-19,772.1,783.1,65,"Ветер, дующий с юга",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",15:30,-19,772.1,783.1,65,"Ветер, дующий с юга",(1 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",15:00,-20,772.1,783.1,65,"Ветер, дующий с юго-юго-востока",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",14:00,-21,772.7,783.8,77,"Ветер, дующий с юго-востока",(1 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",13:00,-24,772.6,783.8,76,"Ветер, дующий с северо-запада",(1 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",12:00,-25,772.6,783.8,76,"Ветер, дующий с юго-юго-востока",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",11:30,-25,772.6,783.8,76,"Ветер, дующий с юго-юго-востока",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",11:00,-26,772.5,783.8,76,"Ветер, дующий с юго-юго-востока",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",10:30,-27,772.5,783.8,83,"Ветер, дующий с юго-юго-востока",(3 м/с),6.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",10:00,-27,772.5,783.8,76,"Ветер, дующий с юга",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",09:30,-27,772.5,783.8,76,"Ветер, дующий с юго-юго-востока",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",09:00,-26,772.5,783.8,76,"Ветер, дующий с юга",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",08:30,-27,772.5,783.8,76,"Ветер, дующий с юга",(1 м/с),6.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",08:00,-27,771.8,783.1,76,"Ветер, дующий с юго-юго-востока",(1 м/с),6.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",07:30,-27,771.8,783.1,76,"Ветер, дующий с юго-востока",(1 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",07:00,-27,772.5,783.8,76,Переменное направление,(1 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",06:30,-26,771.8,783.1,76,"Ветер, дующий с юго-юго-востока",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",06:00,-25,771.9,783.1,76,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",05:30,-25,771.9,783.1,76,"Ветер, дующий с юга",(1 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",05:00,-25,771.9,783.1,76,"Ветер, дующий с юга",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",04:30,-26,771.8,783.1,76,"Ветер, дующий с юго-юго-востока",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",04:00,-25,771.9,783.1,76,"Ветер, дующий с юго-юго-востока",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",03:30,-25,771.9,783.1,83,"Ветер, дующий с юга",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",03:00,-25,771.9,783.1,76,"Ветер, дующий с юга",(1 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",02:30,-26,771.8,783.1,76,"Ветер, дующий с юго-юго-востока",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",02:00,-26,771.8,783.1,83,"Ветер, дующий с юго-юго-востока",(3 м/с),6.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",01:30,-26,771.8,783.1,76,"Ветер, дующий с юго-востока",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",01:00,-25,771.9,783.1,76,"Ветер, дующий с юго-востока",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",00:30,-25,771.9,783.1,83,"Ветер, дующий с юго-юго-востока",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"18 января,четверг",00:00,-24,771.9,783.1,76,"Ветер, дующий с юго-юго-востока",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",23:30,-24,771.9,783.1,76,"Ветер, дующий с юго-юго-востока",(2 м/с),6.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",23:00,-24,771.9,783.1,76,"Ветер, дующий с юго-юго-востока",(3 м/с),4.9
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",22:30,-25,771.9,783.1,83,"Ветер, дующий с юго-юго-востока",(2 м/с),6.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",22:00,-25,771.9,783.1,76,"Ветер, дующий с юго-юго-востока",(1 м/с),6.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",21:30,-25,771.9,783.1,83,"Ветер, дующий с юго-востока",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",21:00,-24,771.9,783.1,76,"Ветер, дующий с юго-юго-востока",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",20:30,-24,771.9,783.1,76,"Ветер, дующий с юго-юго-востока",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",20:00,-24,771.9,783.1,76,"Ветер, дующий с юго-юго-востока",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",19:30,-23,772.0,783.1,77,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",19:00,-23,772.0,783.1,77,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",18:30,-24,771.9,783.1,76,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",18:00,-23,772.0,783.1,70,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",17:30,-22,771.2,782.3,70,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",17:00,-22,771.2,782.3,70,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",16:30,-21,771.3,782.3,70,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",16:00,-21,771.3,782.3,70,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",15:30,-21,771.3,782.3,70,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",15:00,-21,771.3,782.3,70,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",14:30,-22,771.2,782.3,77,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",14:00,-22,771.2,782.3,77,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",13:30,-23,771.2,782.3,77,"Ветер, дующий с юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",13:00,-23,770.5,781.6,77,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",12:30,-24,770.4,781.6,76,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",12:00,-25,771.1,782.3,76,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",11:30,-26,771.0,782.3,76,"Ветер, дующий с юга",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",11:00,-26,770.3,781.6,76,"Ветер, дующий с юга",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",10:30,-27,770.3,781.6,76,"Ветер, дующий с юго-юго-востока",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",10:00,-27,770.3,781.6,76,"Ветер, дующий с юго-юго-востока",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",09:30,-26,770.3,781.6,76,"Ветер, дующий с юга",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",09:00,-27,770.3,781.6,76,"Ветер, дующий с юго-юго-востока",(2 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",08:30,-27,770.3,781.6,76,"Ветер, дующий с юго-юго-востока",(3 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",08:00,-27,769.5,780.8,76,"Ветер, дующий с юго-юго-востока",(4 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",07:30,-27,769.5,780.8,76,"Ветер, дующий с юго-юго-востока",(2 м/с),7.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",07:00,-26,769.6,780.8,76,"Ветер, дующий с юго-юго-востока",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",06:30,-26,769.6,780.8,76,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",06:00,-26,769.6,780.8,83,"Ветер, дующий с юго-юго-востока",(1 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",05:30,-25,769.6,780.8,76,"Ветер, дующий с юга",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",05:00,-26,769.6,780.8,76,"Ветер, дующий с юга",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",04:30,-25,769.6,780.8,76,"Ветер, дующий с юга",(1 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",04:00,-25,769.6,780.8,76,"Ветер, дующий с юго-востока",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",03:30,-25,768.8,780.0,76,"Ветер, дующий с юго-юго-востока",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",03:00,-24,768.9,780.0,76,"Ветер, дующий с юга",(1 м/с),8.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",02:30,-25,768.8,780.0,83,"Ветер, дующий с юга",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",02:00,-24,768.9,780.0,76,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",01:30,-25,768.8,780.0,76,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",01:00,-24,768.9,780.0,76,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",00:30,-24,768.9,780.0,84,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"17 января,среда",00:00,-24,768.9,780.0,84,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",23:30,-23,768.9,780.0,77,"Ветер, дующий с юга",(3 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",23:00,-24,768.2,779.3,76,"Ветер, дующий с юга",(3 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",22:30,-24,768.2,779.3,76,"Ветер, дующий с юга",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",22:00,-24,768.2,779.3,84,"Ветер, дующий с юга",(2 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",21:30,-24,768.2,779.3,84,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",21:00,-24,768.9,780.0,76,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",20:30,-23,768.2,779.3,77,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",20:00,-22,768.2,779.3,70,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",19:30,-22,768.2,779.3,70,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",19:00,-22,768.2,779.3,70,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",18:30,-22,768.2,779.3,77,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",18:00,-22,768.2,779.3,70,"Ветер, дующий с юга",(2 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",17:30,-21,768.3,779.3,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",17:00,-21,768.3,779.3,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",16:30,-21,768.3,779.3,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",16:00,-21,768.3,779.3,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",15:30,-21,768.3,779.3,64,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",15:00,-22,768.2,779.3,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",14:30,-22,767.5,778.5,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",14:00,-22,767.5,778.5,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",13:30,-22,767.5,778.5,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",13:00,-23,767.4,778.5,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",12:30,-23,767.4,778.5,70,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",12:00,-24,767.4,778.5,76,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",11:30,-24,767.4,778.5,76,"Ветер, дующий с юга",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",11:00,-25,767.3,778.5,83,"Ветер, дующий с юго-юго-востока",(4 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",10:30,-25,767.3,778.5,76,"Ветер, дующий с юго-юго-востока",(4 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",10:00,-26,767.3,778.5,76,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",09:30,-25,767.3,778.5,76,"Ветер, дующий с юга",(3 м/с),9.0
Толмачёво / им. А. И. Покрышкина (аэропорт),"16 января,вторник",09:00,-24,766.6,777.7,76,"Ветер, дующий с юго-юго-запада",(3 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",05:00,-7,727.8,745.5,93,"Ветер, дующий с западо-северо-запада",(1 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",04:30,-7,727.8,745.5,93,"Ветер, дующий с северо-северо-запада",(1 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",04:00,-7,727.8,745.5,93,Переменное направление,(1 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",03:30,-7,727.0,744.7,93,"Ветер, дующий с северо-востока",(1 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",03:00,-7,727.0,744.7,93,Переменное направление,(1 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",02:30,-7,727.0,744.7,93,"Ветер, дующий с востоко-юго-востока",(2 м/с),3.4
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",02:00,-7,727.0,744.7,93,"Ветер, дующий с востоко-юго-востока",(2 м/с),3.2
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",01:30,-7,727.0,744.7,93,"Ветер, дующий с востока",(3 м/с),1.6
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",01:00,-7,727.0,744.7,93,"Ветер, дующий с востоко-юго-востока",(3 м/с),0.8
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",00:30,-7,727.0,744.7,86,"Ветер, дующий с востоко-юго-востока",(3 м/с),1.1
Шереметьево / им. А. С. Пушкина (аэропорт),"2024г.19 января,пятница",00:00,-7,727.0,744.7,86,"Ветер, дующий с юго-востока",(4 м/с),1.8
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",23:30,-7,727.0,744.7,86,"Ветер, дующий с юго-востока",(4 м/с),3.5
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",23:00,-8,727.8,745.5,93,"Ветер, дующий с юго-востока",(5 м/с),1.8
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",22:30,-8,727.8,745.5,86,"Ветер, дующий с востоко-юго-востока",(5 м/с),3.5
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",22:00,-8,727.8,745.5,86,"Ветер, дующий с юго-востока",(5 м/с),1.9
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",21:30,-8,728.5,746.3,79,"Ветер, дующий с юго-востока",(6 м/с),2.7
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",21:00,-9,728.5,746.3,86,"Ветер, дующий с юго-востока",(6 м/с),1.6
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",20:30,-9,729.2,747.0,86,"Ветер, дующий с юго-востока",(7 м/с),3.1
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",20:00,-9,729.2,747.0,86,"Ветер, дующий с юго-востока",(7 м/с),1.8
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",19:30,-9,729.9,747.8,86,"Ветер, дующий с юго-востока",(8 м/с),1.3
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",19:00,-9,729.9,747.8,86,"Ветер, дующий с юго-востока",(9 м/с),1.1
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",18:30,-10,730.5,748.5,85,"Ветер, дующий с юго-востока",(10 м/с),1.2
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",18:00,-10,731.3,749.3,85,"Ветер, дующий с юго-востока",(9 м/с),1.4
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",17:30,-11,731.3,749.3,85,"Ветер, дующий с юго-востока",(9 м/с),1.0
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",17:00,-11,732.0,750.1,85,"Ветер, дующий с востоко-юго-востока",(11 м/с),0.9
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",16:30,-10,732.8,750.8,79,"Ветер, дующий с юго-востока",(11 м/с),0.8
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",16:00,-10,732.8,750.8,85,"Ветер, дующий с востоко-юго-востока",(11 м/с),0.8
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",15:30,-10,733.6,751.6,79,"Ветер, дующий с востоко-юго-востока",(10 м/с),1.3
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",15:00,-10,735.0,753.1,67,"Ветер, дующий с юго-востока",(9 м/с),7.0
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",14:30,-10,735.8,753.9,67,"Ветер, дующий с юго-востока",(7 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",14:00,-10,736.5,754.6,67,"Ветер, дующий с юго-востока",(7 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",13:30,-10,737.3,755.4,67,"Ветер, дующий с юго-востока",(9 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",13:00,-10,738.1,756.2,67,"Ветер, дующий с юго-востока",(9 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",12:30,-10,738.7,756.9,67,"Ветер, дующий с юго-востока",(9 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",12:00,-9,739.6,757.7,62,"Ветер, дующий с юго-юго-востока",(8 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",11:30,-10,740.0,758.2,73,"Ветер, дующий с юго-юго-востока",(8 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",11:00,-10,740.8,759.0,73,"Ветер, дующий с юго-юго-востока",(7 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",10:30,-11,740.7,759.0,79,"Ветер, дующий с юго-востока",(5 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",10:00,-13,740.6,759.0,85,"Ветер, дующий с востока",(3 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",09:30,-13,741.3,759.7,85,"Ветер, дующий с востока",(3 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",09:00,-14,741.2,759.7,85,"Ветер, дующий с юго-востока",(2 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",08:30,-14,742.0,760.5,85,"Ветер, дующий с востоко-юго-востока",(3 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",08:00,-14,742.0,760.5,85,"Ветер, дующий с юго-востока",(2 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",07:30,-15,741.9,760.5,85,"Ветер, дующий с юго-востока",(2 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",07:00,-16,742.5,761.2,85,"Ветер, дующий с юго-юго-востока",(2 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",06:30,-15,742.6,761.2,85,Переменное направление,(1 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",06:00,-15,742.6,761.2,85,"Ветер, дующий с востоко-юго-востока",(2 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",05:30,-15,742.6,761.2,85,"Ветер, дующий с юго-юго-запада",(2 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",05:00,-15,742.6,761.2,85,"Ветер, дующий с юго-юго-запада",(3 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",04:30,-15,742.6,761.2,85,"Ветер, дующий с юго-юго-запада",(4 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",04:00,-15,742.6,761.2,92,"Ветер, дующий с юго-юго-запада",(3 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",03:30,-14,742.7,761.2,85,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",03:00,-14,742.0,760.5,85,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",02:30,-15,741.9,760.5,85,"Ветер, дующий с юго-запада",(3 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",02:00,-14,742.0,760.5,85,"Ветер, дующий с западо-юго-запада",(4 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",01:30,-13,742.1,760.5,78,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",01:00,-12,742.1,760.5,79,"Ветер, дующий с западо-юго-запада",(6 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",00:30,-11,742.2,760.5,79,"Ветер, дующий с запада",(6 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"18 января,четверг",00:00,-12,741.3,759.7,79,"Ветер, дующий с запада",(5 м/с),10.0 и более
Шереметьево / им. А. С. Пушкина (аэропорт),"17 января,среда",23:30,-13,741.3,759.7,85,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
